名称,武器分类,基础准度,静止射击准度,移动射击准度,被瞄准射击准度,存在距离加成,最大连射奖励次数,最小散步,最大散步,散射角度,散射无规律,造成状态效果概率,对地最小射程,对直升机最小射程,对固定翼最小射程,对地最大射程,对直升机最大射程,对固定翼最大射程,伤害类别,伤害类型索引,基底伤害量,物理伤害溅射半径,压制伤害,压制伤害建设半径,允许未命中造成压制伤害,武器穿深进化类型,引导方式,瞄准时间,装填时间,发射间隔时间,可发射次数,校准射击瞄准时间修正系数,校准射击散步修正系数,补给消耗,投射物类型,烟雾类型,单一锁敌,乱序射击,可穿甲,可移动射击,可直接瞄准,可曲射射击,可盲射,盲射射击次数,可杀伤固定翼,瞄准目标中心,强制造成对顶伤害,造成着火效果,造成着火概率,无友军伤害,射击隐匿惩罚,串联武器,子弹药描述,展示连射准度,面板消耗弹药数量,效果间隔,弹药类型,对地最小射程,对地最大射程,投射物最小射程,高度射程
Ammo_ShKAS_7_62mm_x4_Wings_AirAir,MinMax_MGAir,否,50,50,否,无,-1,无,14.60994835,否,无,8,0.0,无,无,0.0,无,无,无,无,1.08,2.92198967,11.0,292.198967,无,无,无,否,0.5,0.5,2,是,无,54,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,120,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShKAS_7_62mm_x4_Wings_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,0.8,58.4397934,40.0,382.78064677,无,无,无,否,0.5,0.5,是,是,无,28,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,120,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_ShVAK_12_7mm_x4_Ventral_AirSol,MinMax_MGAir,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,2.24,163.63142152,112.0,511.34819224999995,无,无,无,否,0.8,0.8,是,是,无,111,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,80,0.05,EArmeType/BalleAA,0.0,14609.948349999999,0.0,无
Ammo_ShVAK_20mm_Nose_AirAir,MinMax_AUTOCANAIR,否,60,60,否,无,-1,无,14.60994835,否,无,20,0.0,无,无,0.0,无,无,无,无,1.29,2.92198967,13.0,292.198967,无,无,无,否,0.37,0.37,2,是,无,65,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,10,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShVAK_20mm_Nose_AirSol,MinMax_AUTOCANAIR,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,1.29,37.98586571,65.0,438.2984505,无,无,无,否,0.37,0.37,是,是,无,64,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,10,0.2,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_ShVAK_20mm_Turret_AirAir,MinMax_AUTOCANAIR,否,20,20,否,无,-1,无,14.60994835,否,无,否,0.0,无,无,0.0,无,无,无,无,1.29,2.92198967,13.0,292.198967,无,无,无,否,0.37,0.37,2,是,无,65,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,10,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShVAK_20mm_x2_Nose_AirAir,MinMax_AUTOCANAIR,否,60,60,否,无,-1,无,14.60994835,否,无,20,0.0,无,无,0.0,无,无,无,无,2.58,2.92198967,26.0,292.198967,无,无,无,否,0.37,0.37,2,是,无,129,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,20,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShVAK_20mm_x2_Nose_AirSol,MinMax_AUTOCANAIR,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,2.58,113.95759713,129.0,549.33405796,无,无,无,否,0.37,0.37,是,是,无,129,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,20,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_ShVAK_20mm_x2_Wings_AirAir,MinMax_AUTOCANAIR,否,50,50,否,无,-1,无,14.60994835,否,无,20,0.0,无,无,0.0,无,无,无,无,2.58,2.92198967,26.0,292.198967,无,无,无,否,0.37,0.37,2,是,无,129,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,20,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShVAK_20mm_x2_Wings_AirSol,MinMax_AUTOCANAIR,否,10,10,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,2.58,113.95759713,129.0,549.33405796,无,无,无,否,0.37,0.37,是,是,无,129,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,20,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_ShVAK_20mm_x4_Nose_AirAir,MinMax_AUTOCANAIR,否,60,60,否,无,-1,无,14.60994835,否,无,20,0.0,无,无,0.0,无,无,无,无,5.42,157.78744218,271.0,1583.71840114,无,无,无,否,0.37,0.37,2,是,无,276,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_ShVAK_20mm_x4_Nose_AirSol,MinMax_AUTOCANAIR,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,5.16,376.93666743,258.0,768.48328321,无,无,无,否,0.37,0.37,是,是,无,276,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,否,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_Skoda_100mm_HE,MinMax_ARTI,否,20,是,否,无,-1,无,105.19162811999999,否,无,否,0.0,无,无,21914.922524999998,无,无,无,无,3.4,403.23457446,233.0,1314.8953514999998,无,无,无,10.0,7.0,7.0,是,是,无,100,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,12.6,无,无,无,是,7.0,EArmeType/HE,0.0,21914.922524999998,0.0,4382.984504999999
Ammo_Skoda_100mm_HE_indirect,MinMax_ARTI,否,否,否,否,无,无,870.75292166,8765.969009999999,否,无,否,14609.948349999999,无,无,310461.4024375,无,无,无,无,5.0,558.1000269699999,299.0,1741.50584332,无,无,无,30.0,7.0,7.0,是,0.66,0.5,100,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,8,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,16.8,无,无,无,是,7.0,EArmeType/Artillerie,14609.948349999999,310461.4024375,0.0,55517.80373
Ammo_Skoda_150mm_HE_direct,MinMax_ARTI,否,20,5,否,无,-1,无,204.5392769,否,无,否,0.0,无,无,29219.896699999998,无,无,无,无,7.5,786.01522123,390.0,2921.98967,无,无,无,10.0,9.0,9.0,是,是,无,150,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,6.4,无,无,无,是,9.0,EArmeType/HE,0.0,29219.896699999998,0.0,2921.98967
Ammo_Skoda_150mm_HE_indirect,MinMax_ARTI,否,否,否,否,无,无,1183.40581635,7304.974174999999,否,无,20,14609.948349999999,无,无,273936.5315625,无,无,无,无,7.5,786.01522123,390.0,2369.73362237,无,无,无,40.0,12.0,12.0,是,0.66,0.5,150,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,6,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,6.4,无,无,无,是,12.0,EArmeType/Artillerie,14609.948349999999,273936.5315625,0.0,56248.301147499995
Ammo_Skoda_150mm_SMOKE,MinMax_smoke,否,否,否,否,无,无,1241.84560975,7304.974174999999,否,无,否,14609.948349999999,无,无,273936.5315625,无,无,无,无,否,0.0,否,2483.6912195,无,无,无,10.0,12.0,12.0,是,0.66,无,75,EProjectileType/Artillerie,~/Descriptor_Smoke_Fumi152mm,无,无,否,无,否,是,无,5,是,是,无,无,无,否,6.4,无,无,无,是,12.0,EArmeType/Artillerie,14609.948349999999,273936.5315625,0.0,56248.301147499995
Ammo_Skoda_75mm_HE,MinMax_ARTI,否,30,是,否,无,-1,无,52.595814059999995,否,无,否,0.0,无,无,21914.922524999998,无,无,无,无,2.2,204.5392769,138.0,1095.7461262499999,无,无,无,6.0,7.0,7.0,是,是,无,75,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,12.6,无,无,无,是,7.0,EArmeType/HE,0.0,21914.922524999998,0.0,438.2984505
Ammo_Skoda_75mm_HEAT,MinMax_ASLTGUN,否,25,否,否,无,3,无,58.4397934,否,无,100,0.0,无,无,18262.4354375,无,无,无,无,8.0,2.92198967,68.0,198.69529756,无,无,无,6.0,7.0,7.0,是,是,无,75,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,10.5,无,无,无,是,7.0,EArmeType/AP_14,0.0,18262.4354375,0.0,321.4188637
Ammo_Skoda_75mm_HE_indirect,MinMax_ARTI,否,否,否,否,无,无,698.3555311299999,7760.80456352,否,无,否,7304.974174999999,无,无,155230.70121875,无,无,无,无,3.75,438.2984505,248.0,1399.63305193,无,无,无,20.0,7.0,7.0,是,0.66,0.5,75,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,16.8,无,无,无,是,7.0,EArmeType/Artillerie,7304.974174999999,155230.70121875,0.0,23668.116327
Ammo_Skoda_76_5mm_M28_L50_AA,MinMax_DUALGUN,否,8,否,否,无,-1,58.4397934,146.0994835,否,无,14,0.0,无,无,0.0,无,无,无,无,4.15,447.06441951,317.0,2235.32209755,无,无,无,是,4.1,4.1,是,是,无,44,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,12.6,无,无,无,是,4.1,EArmeType/BalleDCA,0.0,0.0,0.0,无
Ammo_Skoda_76_5mm_M28_L50_HE,MinMax_DUALGUN,否,10,14,否,无,-1,无,73.04974175,否,无,否,0.0,无,无,25567.4096125,无,无,无,无,2.2,280.51100832,176.0,730.4974175,无,无,无,4.0,5.0,5.0,是,是,无,44,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,14.7,无,无,无,是,5.0,EArmeType/HE,0.0,25567.4096125,0.0,233.7591736
Ammo_Sprengranate_280mm_Napalm_x6,MinMax_ROCKET,否,否,否,否,无,无,1168.795868,2629.7907029999997,否,无,否,11687.95868,无,无,32141.88637,无,无,无,无,14.0,1329.50529985,761.0,3810.27452968,无,无,无,25.0,180.0,1.5,6,是,是,2800,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,是,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,6.4,无,无,无,6,1.5,EArmeType/Artillerie,11687.95868,32141.88637,0.0,10226.963845
Ammo_Sprengranate_280mm_x4,MinMax_ROCKET,否,否,否,否,无,无,1168.795868,2629.7907029999997,否,无,否,11687.95868,无,无,32141.88637,无,无,无,无,14.0,1329.50529985,761.0,3810.27452968,无,无,无,25.0,120.0,1.5,4,是,是,1860,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,是,是,是,无,~/Descriptor_Fire_Incendie,0.3,否,6.4,无,无,无,4,1.5,EArmeType/Artillerie,11687.95868,32141.88637,0.0,10226.963845
Ammo_Sprengranate_280mm_x6,MinMax_ROCKET,否,否,否,否,无,无,1168.795868,2629.7907029999997,否,无,否,11687.95868,无,无,32141.88637,无,无,无,无,14.0,1329.50529985,761.0,3810.27452968,无,无,无,25.0,180.0,1.5,6,是,是,2800,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,是,是,是,无,~/Descriptor_Fire_NapalmLeger,是,否,6.4,无,无,无,6,1.5,EArmeType/Artillerie,11687.95868,32141.88637,0.0,10226.963845
Ammo_Sten,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,0.4,2.92198967,10.0,292.198967,无,无,无,是,3.0,1.4,6,是,无,16,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,32,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_GER,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,0.4,2.92198967,10.0,292.198967,无,无,无,是,3.0,1.4,6,是,无,16,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,32,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_Mk5,MinMax_Rifle,否,40,35,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,0.4,2.92198967,10.0,292.198967,无,无,无,是,3.0,1.4,6,是,无,16,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,32,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_Mk5_x2,MinMax_Rifle,否,40,35,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,0.8,2.92198967,16.0,292.198967,无,无,无,是,3.0,1.4,6,是,无,32,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,64,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_Mk5_x3,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.2,2.92198967,23.0,292.198967,无,无,无,是,3.0,1.4,6,是,无,48,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,96,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_Mk5_x4,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.6,2.92198967,29.0,350.63876039999997,无,无,无,是,3.0,1.4,6,是,无,64,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,128,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_Mk5_x5,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.6,2.92198967,29.0,350.63876039999997,无,无,无,是,3.0,1.4,6,是,无,64,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,128,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_Mk5_x6,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,2.4,2.92198967,42.0,350.63876039999997,无,无,无,是,3.0,1.4,6,是,无,96,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,192,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_x2,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,0.8,2.92198967,16.0,292.198967,无,无,无,是,3.0,1.4,6,是,无,32,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,64,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_x2_GER,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,0.8,2.92198967,16.0,292.198967,无,无,无,是,3.0,1.4,6,是,无,32,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,64,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_x3,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.2,2.92198967,23.0,292.198967,无,无,无,是,3.0,1.4,6,是,无,48,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,96,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_x4,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.6,2.92198967,29.0,350.63876039999997,无,无,无,是,3.0,1.4,6,是,无,64,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,128,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_x5,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.6,2.92198967,29.0,350.63876039999997,无,无,无,是,3.0,1.4,6,是,无,64,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,128,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Sten_x6,MinMax_Rifle,否,40,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,2.4,2.92198967,42.0,350.63876039999997,无,无,无,是,3.0,1.4,6,是,无,96,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,192,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Stielhandgranate_24,MinMax_Grenade,否,否,否,否,无,无,无,14.60994835,否,无,否,0.0,无,无,876.596901,无,无,无,无,3.0,29.2198967,是,2.92198967,无,无,无,是,3.0,是,是,是,无,是,EProjectileType/ArtillerieAnimated,无,无,无,否,无,是,是,无,是,是,是,无,无,无,是,1.73,无,是,无,是,是,EArmeType/AP_1_Missile,0.0,876.596901,0.0,175.31938019999998
Ammo_StuH_42_105mm_HE,MinMax_ASLTGUN,否,24,14,否,无,-1,无,122.72356613999999,否,无,否,0.0,无,无,29219.896699999998,无,无,无,无,4.1,473.36232653999997,263.0,1358.72519655,无,无,无,6.0,10.0,10.0,是,是,无,53,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,是,6.4,无,无,无,是,10.0,EArmeType/HE,0.0,29219.896699999998,0.0,350.63876039999997
Ammo_StuH_42_105mm_HEAT,MinMax_ASLTGUN,否,30,否,否,无,3,无,58.4397934,否,无,100,0.0,无,无,21914.922524999998,无,无,无,无,10.0,2.92198967,93.0,271.74503931,无,无,无,4.0,9.0,9.0,是,是,无,75,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,12.6,无,无,无,是,9.0,EArmeType/AP_20,0.0,21914.922524999998,0.0,365.24870875
Ammo_StuH_43_150mm_HE,MinMax_ASLTGUN,否,24,14,否,无,-1,无,204.5392769,否,无,否,0.0,无,无,29219.896699999998,无,无,无,无,7.5,786.01522123,390.0,1753.193802,无,无,无,6.0,20.0,20.0,是,是,无,75,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,是,6.4,无,无,无,是,20.0,EArmeType/HE,0.0,29219.896699999998,0.0,1460.994835
Ammo_StuK_40L48_75mm_AP,MinMax_GUN,否,40,10,否,无,3,无,58.4397934,否,无,100,0.0,无,无,25567.4096125,无,无,无,无,8.0,2.92198967,134.0,391.54661577999997,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1750m,无,4.0,8.0,8.0,是,是,无,38,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,5.6,无,无,无,是,8.0,EArmeType/AP_27,0.0,25567.4096125,0.0,204.5392769
Ammo_StuK_40L48_75mm_HE,MinMax_GUN,否,24,14,否,无,7,无,52.595814059999995,否,无,否,0.0,无,无,25567.4096125,无,无,无,无,1.52,204.5392769,138.0,727.57542783,无,无,无,4.0,8.0,8.0,是,是,无,38,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,是,5.6,无,无,无,是,8.0,EArmeType/HE,0.0,25567.4096125,0.0,233.7591736
Ammo_Sturmpistole,MinMax_Bazooka,否,90,否,否,无,3,无,14.60994835,否,无,100,0.0,无,无,1753.193802,无,无,无,无,8.0,2.92198967,213.0,622.38379971,无,无,无,否,10.0,是,是,是,无,100,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,3.46,无,无,无,是,是,EArmeType/AP_36,0.0,1753.193802,0.0,43.829845049999996
Ammo_TACAM_F22_AP,MinMax_ARTI,否,40,14,否,无,3,无,58.4397934,否,无,100,0.0,无,无,21914.922524999998,无,无,无,无,8.0,2.92198967,98.0,286.35498766,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1500m,无,3.0,7.5,7.5,是,是,无,76,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,12.6,无,无,无,是,7.5,EArmeType/AP_21,0.0,21914.922524999998,0.0,204.5392769
Ammo_TACAM_F22_HE,MinMax_ARTI,否,25,14,否,无,-1,无,73.04974175,否,无,否,0.0,无,无,21914.922524999998,无,无,无,无,2.2,280.51100832,176.0,1107.43408493,无,无,无,3.0,7.5,7.5,是,是,无,76,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,12.6,无,无,无,是,7.5,EArmeType/HE,0.0,21914.922524999998,0.0,2921.98967
Ammo_TNsh_20mm_AP,MinMax_AUTOCANAIR,否,10,5,否,无,-1,无,29.2198967,否,无,10,0.0,无,无,10957.461262499999,无,无,无,无,2.0,2.92198967,53.0,154.86545250999998,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Tres_Rapide,无,4.0,2.0,0.2,10,是,无,100,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,20,0.2,EArmeType/AP_9,0.0,10957.461262499999,0.0,无
Ammo_TNsh_20mm_HE,MinMax_AUTOCANAIR,否,10,5,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,0.8,116.8795868,20.0,292.198967,无,无,无,4.0,2.0,0.2,10,是,无,100,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,20,0.2,EArmeType/HE,0.0,10957.461262499999,0.0,无
Ammo_TZ45_x3,MinMax_Rifle,否,45,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.2,2.92198967,23.0,292.198967,无,无,无,是,3.0,1.5,9,是,无,60,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,120,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_TZ45_x4,MinMax_Rifle,否,45,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.6,2.92198967,29.0,292.198967,无,无,无,是,3.0,1.5,9,是,无,80,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,160,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Thompson,MinMax_Rifle,否,55,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,0.5,2.92198967,10.0,292.198967,无,无,无,是,3.0,1.7,8,是,无,15,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,30,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Thompson_M1928A1_x12,MinMax_Rifle,否,60,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,6.0,2.92198967,80.0,467.5183472,无,无,无,是,3.0,1.7,7,是,无,300,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,600,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Thompson_M1928A1_x2,MinMax_Rifle,否,60,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,是,2.92198967,16.0,292.198967,无,无,无,是,3.0,1.7,7,是,无,50,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,100,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Thompson_M1928A1_x3,MinMax_Rifle,否,60,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.5,2.92198967,23.0,292.198967,无,无,无,是,3.0,1.7,7,是,无,75,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,150,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Thompson_x2,MinMax_Rifle,否,55,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,是,2.92198967,16.0,292.198967,无,无,无,是,3.0,1.7,8,是,无,30,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,60,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Thompson_x3,MinMax_Rifle,否,55,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,1.5,2.92198967,23.0,292.198967,无,无,无,是,3.0,1.7,8,是,无,45,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,90,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Thompson_x4,MinMax_Rifle,否,55,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,2.0,2.92198967,29.0,350.63876039999997,无,无,无,是,3.0,1.7,8,是,无,60,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,120,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_Thompson_x5,MinMax_Rifle,否,55,30,否,无,无,无,29.2198967,否,无,否,0.0,无,无,1460.994835,无,无,无,无,2.5,2.92198967,35.0,350.63876039999997,无,无,无,是,3.0,1.7,8,是,无,75,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,150,0.2,EArmeType/Balle,0.0,1460.994835,0.0,无
Ammo_TriPolsten_20mm_AA,MinMax_AUTOCANAA,否,10,否,否,无,无,58.4397934,146.0994835,否,无,10,0.0,无,无,0.0,无,无,无,无,1.5,146.0994835,75.0,876.596901,无,无,无,否,4.0,0.25,30,是,无,450,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,9.6,无,无,无,30,0.25,EArmeType/BalleDCA,0.0,0.0,0.0,无
Ammo_TriPolsten_20mm_HE,MinMax_AUTOCANAA,否,10,5,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,10957.461262499999,无,无,无,无,1.7,116.8795868,30.0,292.198967,无,无,无,4.0,6.0,0.2,30,是,无,510,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,9.6,无,无,无,180,0.2,EArmeType/HE,0.0,10957.461262499999,0.0,无
